objectid,parentid,title,creator,date,description,subject,location,source,identifier,type,language,rights,display_template,object_location
food_024,,"Interview with Marion Nestle, Part 2",Marion Nestle; Judith Weinraub,2010-05-26,"Marion Nestle is the premiere food studies professional in the United States. She unequivocally transformed the field when, in 1988, she took over the Department of Home Economics and Nutrition at New York University, and soon turned it into a ground-breaking academic program in nutrition, food studies, and public health
Her path traces a childhood without much parental encouragement, academic successes and multiple degrees, a pre-second wave feminism early career filled with the common restrictions and frustrations women then faced, and an adulthood at the highest rank of academic and personal achievement.
A much sought-after speaker with particular interests in food politics, food marketing, and nutrition, she has written five books, and balances a schedule that includes teaching; research and writing; speaking; and an active highly-read blog (www.foodpolitics.com).
This interview covers her early life and education; her two marriages; the challenges of balancing motherhood and a career; the responsibilities and challenges she faced writing the 1988 Surgeon General's Report on Nutrition and Health; her books; her years at New York University; and the development of the University's Food Studies Department.","Authorship; Sex roles; Nutrition; Feminism; Food security; Junk food; Health; Food adulteration and inspection; Food industry and trade; Farm produce -- Marketing -- Government policy; Urban agriculture; Women in higher education; Public Health; Children -- Nutrition; Editing; Diet; Pet food industry; Agriculture and state; Agricultural processing industries; United States. Department of Health and Human Services; United States. Department of Agriculture; ""University of California, Berkeley""; ""University of California School of Medicine, San Francisco""; ""Newsweek, inc.""; New York University; Monsanto Agricultural Company; Fales Library; Dames d'Escoffier of New York; Brandeis University; American Dietetic Association; ""Nestle, Marion""; ""McGinnis, J. Michael""; ""Pollan, Michael""; ""Petrick, Gabriella M.""; ""Taylor, Marvin J.""; ""Ray, Krishnedu""; ""Wolf, Clark""; ""Bentley, Amy, 1962-""; ""Berg, Jennifer""; ""Brody, Jane E.""; ""Lee, Philip R. (Philip Randolph), 1924-""; ""Koop, C. Everett (Charles Everett), 1916-2013""; ""Gussow, Joan Dye""; ""Burros, Marian Fox"";","New York University, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",,,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,compound_object,https://findingaids.library.nyu.edu/fales/mss_309/contents/aspace_ref56/
food_025,food_024,"Interview with Marion Nestle, Part 2, recording",Marion Nestle; Judith Weinraub,2010-05-26,"Marion Nestle is the premiere food studies professional in the United States. She unequivocally transformed the field when, in 1988, she took over the Department of Home Economics and Nutrition at New York University, and soon turned it into a ground-breaking academic program in nutrition, food studies, and public health
Her path traces a childhood without much parental encouragement, academic successes and multiple degrees, a pre-second wave feminism early career filled with the common restrictions and frustrations women then faced, and an adulthood at the highest rank of academic and personal achievement.
A much sought-after speaker with particular interests in food politics, food marketing, and nutrition, she has written five books, and balances a schedule that includes teaching; research and writing; speaking; and an active highly-read blog (www.foodpolitics.com).
This interview covers her early life and education; her two marriages; the challenges of balancing motherhood and a career; the responsibilities and challenges she faced writing the 1988 Surgeon General's Report on Nutrition and Health; her books; her years at New York University; and the development of the University's Food Studies Department.","Authorship; Sex roles; Nutrition; Feminism; Food security; Junk food; Health; Food adulteration and inspection; Food industry and trade; Farm produce -- Marketing -- Government policy; Urban agriculture; Women in higher education; Public Health; Children -- Nutrition; Editing; Diet; Pet food industry; Agriculture and state; Agricultural processing industries; United States. Department of Health and Human Services; United States. Department of Agriculture; ""University of California, Berkeley""; ""University of California School of Medicine, San Francisco""; ""Newsweek, inc.""; New York University; Monsanto Agricultural Company; Fales Library; Dames d'Escoffier of New York; Brandeis University; American Dietetic Association; ""Nestle, Marion""; ""McGinnis, J. Michael""; ""Pollan, Michael""; ""Petrick, Gabriella M.""; ""Taylor, Marvin J.""; ""Ray, Krishnedu""; ""Wolf, Clark""; ""Bentley, Amy, 1962-""; ""Berg, Jennifer""; ""Brody, Jane E.""; ""Lee, Philip R. (Philip Randolph), 1924-""; ""Koop, C. Everett (Charles Everett), 1916-2013""; ""Gussow, Joan Dye""; ""Burros, Marian Fox"";","New York University, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",MSS_309.ref78.1,Sound,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://hdl.handle.net/2333.1/9ghx3g16
food_026,food_024,"Interview with Marion Nestle, Part 2, transcript a",Marion Nestle; Judith Weinraub,2010-05-26,"Marion Nestle is the premiere food studies professional in the United States. She unequivocally transformed the field when, in 1988, she took over the Department of Home Economics and Nutrition at New York University, and soon turned it into a ground-breaking academic program in nutrition, food studies, and public health
Her path traces a childhood without much parental encouragement, academic successes and multiple degrees, a pre-second wave feminism early career filled with the common restrictions and frustrations women then faced, and an adulthood at the highest rank of academic and personal achievement.
A much sought-after speaker with particular interests in food politics, food marketing, and nutrition, she has written five books, and balances a schedule that includes teaching; research and writing; speaking; and an active highly-read blog (www.foodpolitics.com).
This interview covers her early life and education; her two marriages; the challenges of balancing motherhood and a career; the responsibilities and challenges she faced writing the 1988 Surgeon General's Report on Nutrition and Health; her books; her years at New York University; and the development of the University's Food Studies Department.","Authorship; Sex roles; Nutrition; Feminism; Food security; Junk food; Health; Food adulteration and inspection; Food industry and trade; Farm produce -- Marketing -- Government policy; Urban agriculture; Women in higher education; Public Health; Children -- Nutrition; Editing; Diet; Pet food industry; Agriculture and state; Agricultural processing industries; United States. Department of Health and Human Services; United States. Department of Agriculture; ""University of California, Berkeley""; ""University of California School of Medicine, San Francisco""; ""Newsweek, inc.""; New York University; Monsanto Agricultural Company; Fales Library; Dames d'Escoffier of New York; Brandeis University; American Dietetic Association; ""Nestle, Marion""; ""McGinnis, J. Michael""; ""Pollan, Michael""; ""Petrick, Gabriella M.""; ""Taylor, Marvin J.""; ""Ray, Krishnedu""; ""Wolf, Clark""; ""Bentley, Amy, 1962-""; ""Berg, Jennifer""; ""Brody, Jane E.""; ""Lee, Philip R. (Philip Randolph), 1924-""; ""Koop, C. Everett (Charles Everett), 1916-2013""; ""Gussow, Joan Dye""; ""Burros, Marian Fox"";","New York University, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Nestle_Marion_2009_05_26_transcript_a_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Nestle_Marion-interview_2/Nestle_Marion-2009_05_26-a-interview.precision.en.txt
food_027,food_024,"Interview with Marion Nestle, Part 2, transcript b",Marion Nestle; Judith Weinraub,2010-05-26,"Marion Nestle is the premiere food studies professional in the United States. She unequivocally transformed the field when, in 1988, she took over the Department of Home Economics and Nutrition at New York University, and soon turned it into a ground-breaking academic program in nutrition, food studies, and public health
Her path traces a childhood without much parental encouragement, academic successes and multiple degrees, a pre-second wave feminism early career filled with the common restrictions and frustrations women then faced, and an adulthood at the highest rank of academic and personal achievement.
A much sought-after speaker with particular interests in food politics, food marketing, and nutrition, she has written five books, and balances a schedule that includes teaching; research and writing; speaking; and an active highly-read blog (www.foodpolitics.com).
This interview covers her early life and education; her two marriages; the challenges of balancing motherhood and a career; the responsibilities and challenges she faced writing the 1988 Surgeon General's Report on Nutrition and Health; her books; her years at New York University; and the development of the University's Food Studies Department.","Authorship; Sex roles; Nutrition; Feminism; Food security; Junk food; Health; Food adulteration and inspection; Food industry and trade; Farm produce -- Marketing -- Government policy; Urban agriculture; Women in higher education; Public Health; Children -- Nutrition; Editing; Diet; Pet food industry; Agriculture and state; Agricultural processing industries; United States. Department of Health and Human Services; United States. Department of Agriculture; ""University of California, Berkeley""; ""University of California School of Medicine, San Francisco""; ""Newsweek, inc.""; New York University; Monsanto Agricultural Company; Fales Library; Dames d'Escoffier of New York; Brandeis University; American Dietetic Association; ""Nestle, Marion""; ""McGinnis, J. Michael""; ""Pollan, Michael""; ""Petrick, Gabriella M.""; ""Taylor, Marvin J.""; ""Ray, Krishnedu""; ""Wolf, Clark""; ""Bentley, Amy, 1962-""; ""Berg, Jennifer""; ""Brody, Jane E.""; ""Lee, Philip R. (Philip Randolph), 1924-""; ""Koop, C. Everett (Charles Everett), 1916-2013""; ""Gussow, Joan Dye""; ""Burros, Marian Fox"";","New York University, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Nestle_Marion_2009_05_26_transcript_b_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Nestle_Marion-interview_2/Nestle_Marion-2009_05_26-b-interview.precision.en.txt
food_028,,"Interview with Marion Nestle, Part 3",Marion Nestle; Judith Weinraub,2010-06-29,"Marion Nestle is the premiere food studies professional in the United States. She unequivocally transformed the field when, in 1988, she took over the Department of Home Economics and Nutrition at New York University, and soon turned it into a ground-breaking academic program in nutrition, food studies, and public health
Her path traces a childhood without much parental encouragement, academic successes and multiple degrees, a pre-second wave feminism early career filled with the common restrictions and frustrations women then faced, and an adulthood at the highest rank of academic and personal achievement.
A much sought-after speaker with particular interests in food politics, food marketing, and nutrition, she has written five books, and balances a schedule that includes teaching; research and writing; speaking; and an active highly-read blog (www.foodpolitics.com).
This interview covers her early life and education; her two marriages; the challenges of balancing motherhood and a career; the responsibilities and challenges she faced writing the 1988 Surgeon General's Report on Nutrition and Health; her books; her years at New York University; and the development of the University's Food Studies Department.","Authorship; Sex roles; Nutrition; Feminism; Food security; Junk food; Health; Food adulteration and inspection; Food industry and trade; Farm produce -- Marketing -- Government policy; Urban agriculture; Women in higher education; Public Health; Children -- Nutrition; Editing; Diet; Pet food industry; Agriculture and state; Agricultural processing industries; United States. Department of Health and Human Services; United States. Department of Agriculture; ""University of California, Berkeley""; ""University of California School of Medicine, San Francisco""; ""Newsweek, inc.""; New York University; Monsanto Agricultural Company; Fales Library; Dames d'Escoffier of New York; Brandeis University; American Dietetic Association; ""Nestle, Marion""; ""McGinnis, J. Michael""; ""Pollan, Michael""; ""Petrick, Gabriella M.""; ""Taylor, Marvin J.""; ""Ray, Krishnedu""; ""Wolf, Clark""; ""Bentley, Amy, 1962-""; ""Berg, Jennifer""; ""Brody, Jane E.""; ""Lee, Philip R. (Philip Randolph), 1924-""; ""Koop, C. Everett (Charles Everett), 1916-2013""; ""Gussow, Joan Dye""; ""Burros, Marian Fox"";","New York University, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",,,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,compound_object,https://findingaids.library.nyu.edu/fales/mss_309/contents/aspace_ref56/
food_029,food_028,"Interview with Marion Nestle, Part 3, recording",Marion Nestle; Judith Weinraub,2010-06-29,"Marion Nestle is the premiere food studies professional in the United States. She unequivocally transformed the field when, in 1988, she took over the Department of Home Economics and Nutrition at New York University, and soon turned it into a ground-breaking academic program in nutrition, food studies, and public health
Her path traces a childhood without much parental encouragement, academic successes and multiple degrees, a pre-second wave feminism early career filled with the common restrictions and frustrations women then faced, and an adulthood at the highest rank of academic and personal achievement.
A much sought-after speaker with particular interests in food politics, food marketing, and nutrition, she has written five books, and balances a schedule that includes teaching; research and writing; speaking; and an active highly-read blog (www.foodpolitics.com).
This interview covers her early life and education; her two marriages; the challenges of balancing motherhood and a career; the responsibilities and challenges she faced writing the 1988 Surgeon General's Report on Nutrition and Health; her books; her years at New York University; and the development of the University's Food Studies Department.","Authorship; Sex roles; Nutrition; Feminism; Food security; Junk food; Health; Food adulteration and inspection; Food industry and trade; Farm produce -- Marketing -- Government policy; Urban agriculture; Women in higher education; Public Health; Children -- Nutrition; Editing; Diet; Pet food industry; Agriculture and state; Agricultural processing industries; United States. Department of Health and Human Services; United States. Department of Agriculture; ""University of California, Berkeley""; ""University of California School of Medicine, San Francisco""; ""Newsweek, inc.""; New York University; Monsanto Agricultural Company; Fales Library; Dames d'Escoffier of New York; Brandeis University; American Dietetic Association; ""Nestle, Marion""; ""McGinnis, J. Michael""; ""Pollan, Michael""; ""Petrick, Gabriella M.""; ""Taylor, Marvin J.""; ""Ray, Krishnedu""; ""Wolf, Clark""; ""Bentley, Amy, 1962-""; ""Berg, Jennifer""; ""Brody, Jane E.""; ""Lee, Philip R. (Philip Randolph), 1924-""; ""Koop, C. Everett (Charles Everett), 1916-2013""; ""Gussow, Joan Dye""; ""Burros, Marian Fox"";","New York University, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",MSS_309.ref81.1,Sound,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://hdl.handle.net/2333.1/15dv426m
food_030,food_028,"Interview with Marion Nestle, Part 3, transcript",Marion Nestle; Judith Weinraub,2010-06-29,"Marion Nestle is the premiere food studies professional in the United States. She unequivocally transformed the field when, in 1988, she took over the Department of Home Economics and Nutrition at New York University, and soon turned it into a ground-breaking academic program in nutrition, food studies, and public health
Her path traces a childhood without much parental encouragement, academic successes and multiple degrees, a pre-second wave feminism early career filled with the common restrictions and frustrations women then faced, and an adulthood at the highest rank of academic and personal achievement.
A much sought-after speaker with particular interests in food politics, food marketing, and nutrition, she has written five books, and balances a schedule that includes teaching; research and writing; speaking; and an active highly-read blog (www.foodpolitics.com).
This interview covers her early life and education; her two marriages; the challenges of balancing motherhood and a career; the responsibilities and challenges she faced writing the 1988 Surgeon General's Report on Nutrition and Health; her books; her years at New York University; and the development of the University's Food Studies Department.","Authorship; Sex roles; Nutrition; Feminism; Food security; Junk food; Health; Food adulteration and inspection; Food industry and trade; Farm produce -- Marketing -- Government policy; Urban agriculture; Women in higher education; Public Health; Children -- Nutrition; Editing; Diet; Pet food industry; Agriculture and state; Agricultural processing industries; United States. Department of Health and Human Services; United States. Department of Agriculture; ""University of California, Berkeley""; ""University of California School of Medicine, San Francisco""; ""Newsweek, inc.""; New York University; Monsanto Agricultural Company; Fales Library; Dames d'Escoffier of New York; Brandeis University; American Dietetic Association; ""Nestle, Marion""; ""McGinnis, J. Michael""; ""Pollan, Michael""; ""Petrick, Gabriella M.""; ""Taylor, Marvin J.""; ""Ray, Krishnedu""; ""Wolf, Clark""; ""Bentley, Amy, 1962-""; ""Berg, Jennifer""; ""Brody, Jane E.""; ""Lee, Philip R. (Philip Randolph), 1924-""; ""Koop, C. Everett (Charles Everett), 1916-2013""; ""Gussow, Joan Dye""; ""Burros, Marian Fox"";","New York University, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Nestle_Marion_2009_06_29_transcript_a_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Colicchio_Tom-interview_1/Colicchio_Tom-2011_04_19-interview.precision.en.txt
food_031,,"Interview with Tom Colicchio, Part 1",Tom Colicchio; Judith Weinraub,2011-04-19,"""One of the byproducts of the food revolution is the increasing respect for chefs. Along with that and the attention to the profession given by the media, a new category has emerged—the Celebrity Chef. No one of them is better-known than Tom Colicchio. Already a highly respected and well-reviewed chef and restaurateur when he became the head judge of the wildly popular television program Top Chef, Colicchio is probably the best-known chef in America.
As a young teenager, he started cooking at home, discovered he enjoyed it and worked his way through a swim club food concession, a Burger King, and increasingly more ambitious restaurants in his native New Jersey before heading to Manhattan. His teachers were his on-the-jobs training, the chefs he worked for there and in New York and books, especially Jacques Pepin's on method and technique.
He came to wide attention at the Gramercy Tavern in New York's Flatiron district, and then at Craft nearby.
The recipient of five James Beard Foundation awards, today Colichio and his cooking can be seen not only at the Craft restaurants (including Craftbar and Craftsteak) in New York, LA, Dallas, and Las Vegas), but also at Colicchio and Sons in Manhattan's Meatpacking District. In 2003, Colicchio and two partners founded the more affordable sandwich and salad outlets, 'wichcraft. In 2010 his work at Craft was honored when the Beard Foundation named him the country's Outstanding Chef.
Colicchio is married to his frequent writing partner, the documentary filmmaker Lori Silverbush.""","Dinners and dining; Nutrition; Gastronomy; Local foods; Cooking; School children -- Food; Restaurants -- New York (State) -- New York; Restaurant management; Television cooking shows; Craft (Restaurant); Colicchio & Sons (Restaurant); Top Chef (Television Program); Mondrian (Restaurant); Gramercy Tavern; Food Research and Action Center; ""Wine, Barry""; ""Colicchio, Tom""; ""Keller, Thomas, 1955-""; ""Meyer, Danny""; ""Portale, Alfred""; ""Silverbush, Lori""; ""Bras, Michel""; ""Bryan, Jerry"";","Colicchio & Sons, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",,,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,compound_object,https://findingaids.library.nyu.edu/fales/mss_309/contents/aspace_ref13/
food_032,food_031,"Interview with Tom Colicchio, Part 1, recording",Tom Colicchio; Judith Weinraub,2011-04-19,"""One of the byproducts of the food revolution is the increasing respect for chefs. Along with that and the attention to the profession given by the media, a new category has emerged—the Celebrity Chef. No one of them is better-known than Tom Colicchio. Already a highly respected and well-reviewed chef and restaurateur when he became the head judge of the wildly popular television program Top Chef, Colicchio is probably the best-known chef in America.
As a young teenager, he started cooking at home, discovered he enjoyed it and worked his way through a swim club food concession, a Burger King, and increasingly more ambitious restaurants in his native New Jersey before heading to Manhattan. His teachers were his on-the-jobs training, the chefs he worked for there and in New York and books, especially Jacques Pepin's on method and technique.
He came to wide attention at the Gramercy Tavern in New York's Flatiron district, and then at Craft nearby.
The recipient of five James Beard Foundation awards, today Colichio and his cooking can be seen not only at the Craft restaurants (including Craftbar and Craftsteak) in New York, LA, Dallas, and Las Vegas), but also at Colicchio and Sons in Manhattan's Meatpacking District. In 2003, Colicchio and two partners founded the more affordable sandwich and salad outlets, 'wichcraft. In 2010 his work at Craft was honored when the Beard Foundation named him the country's Outstanding Chef.
Colicchio is married to his frequent writing partner, the documentary filmmaker Lori Silverbush.""","Dinners and dining; Nutrition; Gastronomy; Local foods; Cooking; School children -- Food; Restaurants -- New York (State) -- New York; Restaurant management; Television cooking shows; Craft (Restaurant); Colicchio & Sons (Restaurant); Top Chef (Television Program); Mondrian (Restaurant); Gramercy Tavern; Food Research and Action Center; ""Wine, Barry""; ""Colicchio, Tom""; ""Keller, Thomas, 1955-""; ""Meyer, Danny""; ""Portale, Alfred""; ""Silverbush, Lori""; ""Bras, Michel""; ""Bryan, Jerry"";","Colicchio & Sons, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",MSS_309.ref135.2,Sound,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://hdl.handle.net/2333.1/15dv426m
food_033,food_031,"Interview with Tom Colicchio, Part 1, transcript",Tom Colicchio; Judith Weinraub,2011-04-19,"""One of the byproducts of the food revolution is the increasing respect for chefs. Along with that and the attention to the profession given by the media, a new category has emerged—the Celebrity Chef. No one of them is better-known than Tom Colicchio. Already a highly respected and well-reviewed chef and restaurateur when he became the head judge of the wildly popular television program Top Chef, Colicchio is probably the best-known chef in America.
As a young teenager, he started cooking at home, discovered he enjoyed it and worked his way through a swim club food concession, a Burger King, and increasingly more ambitious restaurants in his native New Jersey before heading to Manhattan. His teachers were his on-the-jobs training, the chefs he worked for there and in New York and books, especially Jacques Pepin's on method and technique.
He came to wide attention at the Gramercy Tavern in New York's Flatiron district, and then at Craft nearby.
The recipient of five James Beard Foundation awards, today Colichio and his cooking can be seen not only at the Craft restaurants (including Craftbar and Craftsteak) in New York, LA, Dallas, and Las Vegas), but also at Colicchio and Sons in Manhattan's Meatpacking District. In 2003, Colicchio and two partners founded the more affordable sandwich and salad outlets, 'wichcraft. In 2010 his work at Craft was honored when the Beard Foundation named him the country's Outstanding Chef.
Colicchio is married to his frequent writing partner, the documentary filmmaker Lori Silverbush.""","Dinners and dining; Nutrition; Gastronomy; Local foods; Cooking; School children -- Food; Restaurants -- New York (State) -- New York; Restaurant management; Television cooking shows; Craft (Restaurant); Colicchio & Sons (Restaurant); Top Chef (Television Program); Mondrian (Restaurant); Gramercy Tavern; Food Research and Action Center; ""Wine, Barry""; ""Colicchio, Tom""; ""Keller, Thomas, 1955-""; ""Meyer, Danny""; ""Portale, Alfred""; ""Silverbush, Lori""; ""Bras, Michel""; ""Bryan, Jerry"";","Colicchio & Sons, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Colicchio_Tom_2011_04_19_transcript_a_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Colicchio_Tom-interview_1/Colicchio_Tom-2011_04_19-interview.precision.en.txt
food_034,,"Interview with Tom Colicchio, Part 2",Tom Colicchio; Judith Weinraub,2011-05-12,"""One of the byproducts of the food revolution is the increasing respect for chefs. Along with that and the attention to the profession given by the media, a new category has emerged—the Celebrity Chef. No one of them is better-known than Tom Colicchio. Already a highly respected and well-reviewed chef and restaurateur when he became the head judge of the wildly popular television program Top Chef, Colicchio is probably the best-known chef in America.
As a young teenager, he started cooking at home, discovered he enjoyed it and worked his way through a swim club food concession, a Burger King, and increasingly more ambitious restaurants in his native New Jersey before heading to Manhattan. His teachers were his on-the-jobs training, the chefs he worked for there and in New York and books, especially Jacques Pepin's on method and technique.
He came to wide attention at the Gramercy Tavern in New York's Flatiron district, and then at Craft nearby.
The recipient of five James Beard Foundation awards, today Colichio and his cooking can be seen not only at the Craft restaurants (including Craftbar and Craftsteak) in New York, LA, Dallas, and Las Vegas), but also at Colicchio and Sons in Manhattan's Meatpacking District. In 2003, Colicchio and two partners founded the more affordable sandwich and salad outlets, 'wichcraft. In 2010 his work at Craft was honored when the Beard Foundation named him the country's Outstanding Chef.
Colicchio is married to his frequent writing partner, the documentary filmmaker Lori Silverbush.""","Dinners and dining; Nutrition; Gastronomy; Local foods; Cooking; School children -- Food; Restaurants -- New York (State) -- New York; Restaurant management; Television cooking shows; Craft (Restaurant); Colicchio & Sons (Restaurant); Top Chef (Television Program); Mondrian (Restaurant); Gramercy Tavern; Food Research and Action Center; ""Wine, Barry""; ""Colicchio, Tom""; ""Keller, Thomas, 1955-""; ""Meyer, Danny""; ""Portale, Alfred""; ""Silverbush, Lori""; ""Bras, Michel""; ""Bryan, Jerry"";","Colicchio & Sons, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",,,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,compound_object,https://findingaids.library.nyu.edu/fales/mss_309/contents/aspace_ref13/
food_035,food_034,"Interview with Tom Colicchio, Part 2, recording",Tom Colicchio; Judith Weinraub,2011-05-12,"""One of the byproducts of the food revolution is the increasing respect for chefs. Along with that and the attention to the profession given by the media, a new category has emerged—the Celebrity Chef. No one of them is better-known than Tom Colicchio. Already a highly respected and well-reviewed chef and restaurateur when he became the head judge of the wildly popular television program Top Chef, Colicchio is probably the best-known chef in America.
As a young teenager, he started cooking at home, discovered he enjoyed it and worked his way through a swim club food concession, a Burger King, and increasingly more ambitious restaurants in his native New Jersey before heading to Manhattan. His teachers were his on-the-jobs training, the chefs he worked for there and in New York and books, especially Jacques Pepin's on method and technique.
He came to wide attention at the Gramercy Tavern in New York's Flatiron district, and then at Craft nearby.
The recipient of five James Beard Foundation awards, today Colichio and his cooking can be seen not only at the Craft restaurants (including Craftbar and Craftsteak) in New York, LA, Dallas, and Las Vegas), but also at Colicchio and Sons in Manhattan's Meatpacking District. In 2003, Colicchio and two partners founded the more affordable sandwich and salad outlets, 'wichcraft. In 2010 his work at Craft was honored when the Beard Foundation named him the country's Outstanding Chef.
Colicchio is married to his frequent writing partner, the documentary filmmaker Lori Silverbush.""","Dinners and dining; Nutrition; Gastronomy; Local foods; Cooking; School children -- Food; Restaurants -- New York (State) -- New York; Restaurant management; Television cooking shows; Craft (Restaurant); Colicchio & Sons (Restaurant); Top Chef (Television Program); Mondrian (Restaurant); Gramercy Tavern; Food Research and Action Center; ""Wine, Barry""; ""Colicchio, Tom""; ""Keller, Thomas, 1955-""; ""Meyer, Danny""; ""Portale, Alfred""; ""Silverbush, Lori""; ""Bras, Michel""; ""Bryan, Jerry"";","Colicchio & Sons, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",MSS_309.ref205.1,Sound,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://hdl.handle.net/2333.1/tdz08mzd
